,Unnamed: 0,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,canceled_rate,total_stay,IsCanceled
16314,16314,Resort Hotel,0,54,2015,August,34,18,0,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0.0,0,Transient,151.23,0,1,Check-Out,2015-08-23,0.22017879180086086,5,0
16316,16316,Resort Hotel,0,66,2015,August,34,17,1,5,2,0.0,1,HB,ESP,Offline TA/TO,TA/TO,0,0,0,2,No Deposit,142.0,0.0,0,Transient,149.2,0,1,Check-Out,2015-08-23,0.22017879180086086,6,0
16318,16318,Resort Hotel,0,61,2015,August,34,19,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,168.25,0,0,Check-Out,2015-08-23,0.47719612611459533,4,0
16323,16323,Resort Hotel,0,63,2015,August,34,20,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient-Party,163.5,0,2,Check-Out,2015-08-24,0.2209284392350401,4,0
16324,16324,Resort Hotel,0,63,2015,August,34,20,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient-Party,163.5,0,2,Check-Out,2015-08-24,0.2209284392350401,4,0
16328,16328,Resort Hotel,0,91,2015,August,34,17,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,166.0,0,1,Check-Out,2015-08-24,0.22017879180086086,7,0
16332,16332,Resort Hotel,0,107,2015,August,33,15,3,6,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,1,No Deposit,0.0,0.0,0,Transient,164.0,0,1,Check-Out,2015-08-24,0.22017879180086086,9,0
16340,16340,Resort Hotel,0,12,2015,August,34,20,2,3,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,202.0,0,0,Check-Out,2015-08-25,0.47719612611459533,5,0
16345,16345,Resort Hotel,0,66,2015,August,34,20,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,161.6,0,0,Check-Out,2015-08-25,0.47719612611459533,5,0
16361,16361,Resort Hotel,0,59,2015,August,34,20,2,4,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,156.0,0.0,0,Transient,133.0,0,0,Check-Out,2015-08-26,0.47719612611459533,6,0
16395,16395,Resort Hotel,0,39,2015,August,35,24,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,172.0,0,1,Check-Out,2015-08-28,0.22017879180086086,4,0
16396,16396,Resort Hotel,0,100,2015,August,34,17,3,8,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,147.0,0.0,0,Transient,87.9,0,1,Check-Out,2015-08-28,0.22017879180086086,11,0
16397,16397,Resort Hotel,0,62,2015,August,35,23,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,134.0,1,1,Check-Out,2015-08-28,0.22017879180086086,5,0
16429,16429,Resort Hotel,0,37,2015,August,35,23,2,4,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,175.0,0.0,0,Transient,180.53,0,2,Check-Out,2015-08-29,0.2209284392350401,6,0
16434,16434,Resort Hotel,0,42,2015,August,34,22,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,158.9,1,2,Check-Out,2015-08-29,0.2209284392350401,7,0
16446,16446,Resort Hotel,0,62,2015,August,34,20,2,8,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,243.0,0.0,0,Transient,104.0,0,0,Check-Out,2015-08-30,0.47719612611459533,10,0
16448,16448,Resort Hotel,0,31,2015,August,35,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,185.0,1,2,Check-Out,2015-08-30,0.2209284392350401,3,0
16451,16451,Resort Hotel,0,37,2015,August,35,26,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,193.5,0,0,Check-Out,2015-08-30,0.47719612611459533,4,0
16454,16454,Resort Hotel,0,77,2015,August,35,24,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,150.83,0,2,Check-Out,2015-08-30,0.2209284392350401,6,0
16455,16455,Resort Hotel,0,77,2015,August,35,24,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,150.83,0,2,Check-Out,2015-08-30,0.2209284392350401,6,0
16459,16459,Resort Hotel,0,45,2015,August,35,25,0,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,8.0,0.0,0,Contract,103.28,0,2,Check-Out,2015-08-30,0.2209284392350401,5,0
16460,16460,Resort Hotel,0,45,2015,August,35,25,0,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,8.0,0.0,0,Contract,103.28,0,1,Check-Out,2015-08-30,0.22017879180086086,5,0
16468,16468,Resort Hotel,0,56,2015,August,35,25,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,242.0,0.0,0,Transient,137.8,1,1,Check-Out,2015-08-30,0.22017879180086086,5,0
16478,16478,Resort Hotel,0,128,2015,August,35,24,1,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,134.0,0.0,0,Transient,133.0,0,0,Check-Out,2015-08-30,0.47719612611459533,6,0
16480,16480,Resort Hotel,0,37,2015,August,35,26,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,153.0,0,2,Check-Out,2015-08-30,0.2209284392350401,4,0
16481,16481,Resort Hotel,0,37,2015,August,35,26,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,163.5,0,2,Check-Out,2015-08-30,0.2209284392350401,4,0
16492,16492,Resort Hotel,0,48,2015,August,35,27,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,196.0,0.0,0,Transient,107.0,1,0,Check-Out,2015-08-31,0.47719612611459533,4,0
16497,16497,Resort Hotel,0,54,2015,August,35,24,2,5,2,1.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,196.0,0.0,0,Transient,197.7,0,0,Check-Out,2015-08-31,0.47719612611459533,7,0
16509,16509,Resort Hotel,0,13,2015,August,35,25,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,208.43,0,1,Check-Out,2015-09-01,0.22017879180086086,7,0
16515,16515,Resort Hotel,0,25,2015,August,35,28,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,116.0,0,0,Check-Out,2015-09-01,0.47719612611459533,4,0
16528,16528,Resort Hotel,0,39,2015,August,35,26,2,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,142.0,0.0,0,Contract,133.43,0,0,Check-Out,2015-09-02,0.47719612611459533,7,0
16534,16534,Resort Hotel,0,1,2015,August,35,29,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,143.25,1,0,Check-Out,2015-09-02,0.47719612611459533,4,0
16545,16545,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16546,16546,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16547,16547,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16548,16548,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16549,16549,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16550,16550,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16551,16551,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16552,16552,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16553,16553,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16554,16554,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16555,16555,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16556,16556,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16557,16557,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16558,16558,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16559,16559,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16560,16560,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16561,16561,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16562,16562,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16563,16563,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16564,16564,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16565,16565,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16566,16566,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16567,16567,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16568,16568,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16569,16569,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,81.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16570,16570,Resort Hotel,1,247,2015,October,41,9,1,2,1,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,19.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16571,16571,Resort Hotel,1,247,2015,October,41,9,1,2,1,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,0,Non Refund,68.0,0.0,0,Transient,19.0,0,0,Canceled,2015-09-02,0.47719612611459533,3,1
16588,16588,Resort Hotel,0,19,2015,September,36,1,0,2,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,176.0,1,3,Check-Out,2015-09-03,0.17861433720464556,2,0
16597,16597,Resort Hotel,0,0,2015,September,36,2,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,161.0,1,0,Check-Out,2015-09-03,0.47719612611459533,1,0
16601,16601,Resort Hotel,0,41,2015,September,36,1,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0.0,0,Transient,65.5,0,0,Check-Out,2015-09-03,0.47719612611459533,2,0
16607,16607,Resort Hotel,0,55,2015,August,36,30,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,119.0,0,1,Check-Out,2015-09-04,0.22017879180086086,5,0
16610,16610,Resort Hotel,0,68,2015,August,36,30,2,3,2,1.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0.0,0,Transient,135.13,1,0,Check-Out,2015-09-04,0.47719612611459533,5,0
16636,16636,Resort Hotel,0,55,2015,September,36,1,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,103.05,1,1,Check-Out,2015-09-05,0.22017879180086086,4,0
16648,16648,Resort Hotel,0,154,2015,September,36,3,0,3,2,0.0,0,BB,ESP,Corporate,Direct,0,0,0,0,No Deposit,0.0,268.0,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06,0.47719612611459533,3,0
16685,16685,Resort Hotel,0,0,2015,September,37,6,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,131.0,1,0,Check-Out,2015-09-07,0.47719612611459533,1,0
16738,16738,Resort Hotel,0,15,2015,September,36,4,2,4,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,2,No Deposit,0.0,0.0,0,Transient,85.0,1,2,Check-Out,2015-09-10,0.2209284392350401,6,0
16760,16760,Resort Hotel,0,37,2015,September,37,7,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,186.0,1,2,Check-Out,2015-09-11,0.2209284392350401,4,0
16781,16781,Resort Hotel,0,52,2015,September,37,6,2,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,149.0,0.0,0,Transient,97.5,0,0,Check-Out,2015-09-12,0.47719612611459533,6,0
16785,16785,Resort Hotel,0,5,2015,September,37,7,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,161.0,0,0,Check-Out,2015-09-12,0.47719612611459533,5,0
16786,16786,Resort Hotel,0,31,2015,September,36,5,2,5,2,0.0,1,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,129.5,1,3,Check-Out,2015-09-12,0.17861433720464556,7,0
16787,16787,Resort Hotel,0,32,2015,September,37,9,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,120.0,1,0,Check-Out,2015-09-12,0.47719612611459533,3,0
16790,16790,Resort Hotel,0,37,2015,September,37,9,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,8.0,0.0,0,Contract,97.5,0,0,Check-Out,2015-09-12,0.47719612611459533,3,0
16791,16791,Resort Hotel,0,194,2015,September,37,7,1,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,1,No Deposit,0.0,0.0,0,Transient-Party,96.3,0,2,Check-Out,2015-09-12,0.2209284392350401,5,0
16793,16793,Resort Hotel,0,31,2015,September,37,6,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,155.5,0,2,Check-Out,2015-09-12,0.2209284392350401,6,0
16803,16803,Resort Hotel,0,36,2015,September,37,10,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,120.0,1,1,Check-Out,2015-09-13,0.22017879180086086,3,0
16805,16805,Resort Hotel,0,69,2015,September,37,10,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,8.0,0.0,0,Transient,97.5,1,0,Check-Out,2015-09-13,0.47719612611459533,3,0
16814,16814,Resort Hotel,0,65,2015,September,37,7,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,186.0,1,2,Check-Out,2015-09-14,0.2209284392350401,7,0
16822,16822,Resort Hotel,0,334,2015,September,37,7,2,5,2,0.0,0,HB,ESP,Direct,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,112.0,0,1,Check-Out,2015-09-14,0.22017879180086086,7,0
16823,16823,Resort Hotel,0,333,2015,September,37,7,2,5,2,0.0,0,HB,ESP,Direct,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,129.0,0,1,Check-Out,2015-09-14,0.22017879180086086,7,0
16866,16866,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient-Party,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16869,16869,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient-Party,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16870,16870,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient-Party,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16873,16873,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient-Party,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16879,16879,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient-Party,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16881,16881,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient-Party,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16883,16883,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16884,16884,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16885,16885,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16886,16886,Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,0,No Deposit,68.0,0.0,0,Transient,80.0,0,0,Check-Out,2015-09-16,0.47719612611459533,2,0
16910,16910,Resort Hotel,0,71,2015,September,37,6,4,7,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,150.82,1,1,Check-Out,2015-09-17,0.22017879180086086,11,0
16927,16927,Resort Hotel,0,16,2015,September,38,16,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,89.0,1,1,Check-Out,2015-09-18,0.22017879180086086,2,0
16954,16954,Resort Hotel,0,4,2015,September,38,14,1,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,142.0,0.0,0,Transient,102.24,1,0,Check-Out,2015-09-19,0.47719612611459533,5,0
17023,17023,Resort Hotel,0,36,2015,September,38,16,1,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,103.0,1,0,Check-Out,2015-09-21,0.47719612611459533,5,0
17031,17031,Resort Hotel,0,79,2015,September,38,18,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,2,No Deposit,240.0,0.0,0,Transient,140.25,0,1,Check-Out,2015-09-22,0.22017879180086086,4,0
17033,17033,Resort Hotel,0,208,2015,September,39,21,1,0,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,92.9,1,0,Check-Out,2015-09-22,0.47719612611459533,1,0
17039,17039,Resort Hotel,0,92,2015,September,38,18,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,111.0,1,1,Check-Out,2015-09-23,0.22017879180086086,5,0
17040,17040,Resort Hotel,0,92,2015,September,38,18,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,99.0,0,1,Check-Out,2015-09-23,0.22017879180086086,5,0
17104,17104,Resort Hotel,0,99,2015,September,38,18,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,121.0,0,0,Check-Out,2015-09-25,0.47719612611459533,7,0
17119,17119,Resort Hotel,0,65,2015,September,38,19,2,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,90.43,1,0,Check-Out,2015-09-26,0.47719612611459533,7,0
17120,17120,Resort Hotel,0,27,2015,September,39,23,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,150.0,1,1,Check-Out,2015-09-26,0.22017879180086086,3,0
17135,17135,Resort Hotel,0,11,2015,September,39,26,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,114.0,0,2,Check-Out,2015-09-27,0.2209284392350401,1,0
17171,17171,Resort Hotel,0,2,2015,September,39,25,2,2,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,163.0,0,1,Check-Out,2015-09-29,0.22017879180086086,4,0
17193,17193,Resort Hotel,0,2,2015,September,40,27,2,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,95.0,1,0,Check-Out,2015-09-30,0.47719612611459533,3,0
17302,17302,Resort Hotel,0,89,2015,September,40,27,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,59.66,0,0,Check-Out,2015-10-04,0.47719612611459533,7,0
17314,17314,Resort Hotel,0,1,2015,October,41,4,1,0,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,56.0,0,1,Check-Out,2015-10-05,0.22017879180086086,1,0
17319,17319,Resort Hotel,0,78,2015,September,39,25,3,7,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,134.0,0.0,0,Transient,82.0,0,0,Check-Out,2015-10-05,0.47719612611459533,10,0
17323,17323,Resort Hotel,0,49,2015,September,40,29,1,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,242.0,0.0,0,Transient,105.67,0,1,Check-Out,2015-10-05,0.22017879180086086,6,0
17351,17351,Resort Hotel,0,214,2015,October,40,2,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,258.0,0.0,0,Transient,41.4,0,0,Check-Out,2015-10-07,0.47719612611459533,5,0
17374,17374,Resort Hotel,0,1,2015,October,41,6,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,93.0,1,0,Check-Out,2015-10-08,0.47719612611459533,2,0
17410,17410,Resort Hotel,0,7,2015,October,41,7,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,196.0,0.0,0,Transient,70.5,0,1,Check-Out,2015-10-10,0.22017879180086086,3,0
17429,17429,Resort Hotel,0,24,2015,October,41,10,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,73.0,1,2,Check-Out,2015-10-11,0.2209284392350401,1,0
17431,17431,Resort Hotel,0,99,2015,October,41,10,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,86.0,0,1,Check-Out,2015-10-11,0.22017879180086086,1,0
17434,17434,Resort Hotel,0,1,2015,October,41,5,1,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0.0,0,Group,74.82,0,1,Check-Out,2015-10-11,0.22017879180086086,6,0
